Date,PERMNO,TICKER,COMPANY NAME,WEIGHT
2022-05-01,80069,ARWR,ARROWHEAD PHARMACEUTICALS INC,-0.893853
2022-05-01,92050,PODD,INSULET CORP,-0.897106
2022-05-01,91579,KBR,K B R INC,-0.89947
2022-05-01,15222,IOVA,IOVANCE BIOTHERAPEUTICS INC,-0.909873
2022-05-01,13181,GWRE,GUIDEWIRE SOFTWARE INC,-0.918796
2022-05-01,14803,HQY,HEALTHEQUITY INC,-0.924044
2022-05-01,18150,ETRN,EQUITRANS MIDSTREAM CORP,-0.931243
2022-05-01,16678,KR,KROGER CO,-0.940524
2022-05-01,14329,ARMK,ARAMARK,-0.943748
2022-05-01,93263,CELH,CELSIUS HOLDINGS INC,-0.945746
2022-05-01,32986,ATO,ATMOS ENERGY CORP,-0.948996
2022-05-01,93098,H,HYATT HOTELS CORP,-0.977764
2022-05-01,76661,IONS,IONIS PHARMACEUTICALS INC,-0.992404
2022-05-01,14338,HLT,HILTON WORLDWIDE HOLDINGS INC,-0.995344
2022-05-01,21792,CNP,CENTERPOINT ENERGY INC,-0.998984
2022-05-01,12591,APO,APOLLO GLOBAL MANAGEMENT INC NEW,-1.0
2022-05-01,13168,TRIP,TRIPADVISOR INC,-1.0
2022-05-01,13511,PANW,PALO ALTO NETWORKS INC,-1.0
2022-05-01,13688,PCG,P G & E CORP,-1.0
2022-05-01,13967,PTCT,P T C THERAPEUTICS INC,-1.0
2022-05-01,14054,MRTX,MIRATI THERAPEUTICS INC,-1.0
2022-05-01,14136,RNG,RINGCENTRAL INC,-1.0
2022-05-01,14179,AR,ANTERO RESOURCES CORP,-1.0
2022-05-01,14432,ITCI,INTRA CELLULAR THERAPIES INC,-1.0
2022-05-01,14436,RARE,ULTRAGENYX PHARMACEUTICALS INC,-1.0
2022-05-01,14596,FIVN,FIVE 9 INC,-1.0
2022-05-01,14617,ARES,ARES MANAGEMENT CORP,-1.0
2022-05-01,14641,ZEN,ZENDESK INC,-1.0
2022-05-01,15067,FRPT,FRESHPET INC,-1.0
2022-05-01,15284,BPMC,BLUEPRINT MEDICINES CORP,-1.0
2022-05-01,15351,FTAI,FORTRESS TRANS AND INFR INV LLC,-1.0
2022-05-01,15534,NTRA,NATERA INC,-1.0
2022-05-01,15541,RPD,RAPID7 INC,-1.0
2022-05-01,16064,NTLA,INTELLIA THERAPEUTICS INC,-1.0
2022-05-01,16140,TWLO,TWILIO INC,-1.0
2022-05-01,16381,BL,BLACKLINE INC,-1.0
2022-05-01,16382,COUP,COUPA SOFTWARE INC,-1.0
2022-05-01,16597,AYX,ALTERYX INC,-1.0
2022-05-01,16649,OKTA,OKTA INC,-1.0
2022-05-01,16736,VST,VISTRA CORP,-1.0
2022-05-01,16966,SWCH,SWITCH INC,-1.0
2022-05-01,17104,APLS,APELLIS PHARMACEUTICALS INC,-1.0
2022-05-01,17125,DNLI,DENALI THERAPEUTICS INC,-1.0
2022-05-01,17341,ZS,ZSCALER INC,-1.0
2022-05-01,17855,AVLR,AVALARA INC,-1.0
2022-05-01,17949,BE,BLOOM ENERGY CORP,-1.0
2022-05-01,17987,VRT,VERTIV HOLDINGS CO,-1.0
2022-05-01,18134,UPWK,UPWORK INC,-1.0
2022-05-01,18452,LYFT,LYFT INC,-1.0
2022-05-01,18482,PD,PAGERDUTY INC,-1.0
2022-05-01,24328,EQT,E Q T CORP,-1.0
2022-05-01,32870,HRL,HORMEL FOODS CORP,-1.0
2022-05-01,35991,ROG,ROGERS CORP,-1.0
2022-05-01,42585,SJM,SMUCKER J M CO,-1.0
2022-05-01,50017,RRC,RANGE RESOURCES CORP,-1.0
2022-05-01,52090,MKC,MCCORMICK & CO INC,-1.0
2022-05-01,54114,MLKN,MILLERKNOLL INC,-1.0
2022-05-01,77300,SMG,SCOTTS MIRACLE GRO CO,-1.0
2022-05-01,78875,WOLF,WOLFSPEED INC,-1.0
2022-05-01,82634,SAM,BOSTON BEER INC,-1.0
2022-05-01,84348,VSAT,VIASAT INC,-1.0
2022-05-01,84761,TTWO,TAKE TWO INTERACTIVE SOFTWR INC,-1.0
2022-05-01,85002,SRPT,SAREPTA THERAPEUTICS INC,-1.0
2022-05-01,85738,MRCY,MERCURY SYSTEMS INC,-1.0
2022-05-01,88351,INSM,INSMED INC,-1.0
2022-05-01,88863,EXAS,EXACT SCIENCES CORP,-1.0
2022-05-01,89031,AXON,AXON ENTERPRISE INC,-1.0
2022-05-01,89508,KMX,CARMAX INC,-1.0
2022-05-01,90126,CYTK,CYTOKINETICS INC,-1.0
2022-05-01,90178,ALNY,ALNYLAM PHARMACEUTICALS INC,-1.0
2022-05-01,90248,DPZ,DOMINOS PIZZA INC,-1.0
2022-05-01,91103,UAL,UNITED AIRLINES HOLDINGS INC,-1.0
2022-05-01,91733,AVAV,AEROVIRONMENT INC,-1.0
2022-06-01,10107,MSFT,MICROSOFT CORP,1.0
2022-06-01,11403,CDNS,CADENCE DESIGN SYSTEMS INC,1.0
2022-06-01,11691,MATX,MATSON INC,1.0
2022-06-01,11850,XOM,EXXON MOBIL CORP,1.0
2022-06-01,13210,EPAM,EPAM SYSTEMS INC,1.0
2022-06-01,13610,OLN,OLIN CORP,1.0
2022-06-01,13766,BCC,BOISE CASCADE CO,1.0
2022-06-01,13901,MO,ALTRIA GROUP INC,1.0
2022-06-01,13928,COP,CONOCOPHILLIPS,1.0
2022-06-01,13936,PVH,P V H CORP,1.0
2022-06-01,14541,CVX,CHEVRON CORP NEW,1.0
2022-06-01,14702,AMAT,APPLIED MATERIALS INC,1.0
2022-06-01,14751,VRTV,VERITIV CORP,1.0
2022-06-01,15069,MRO,MARATHON OIL CORP,1.0
2022-06-01,16119,ATKR,ATKORE INC,1.0
2022-06-01,17672,EAF,GRAFTECH INTERNATIONAL LTD NEW,1.0
2022-06-01,17743,WRB,BERKLEY W R CORP,1.0
2022-06-01,20482,ABT,ABBOTT LABORATORIES,1.0
2022-06-01,21936,PFE,PFIZER INC,1.0
2022-06-01,22111,JNJ,JOHNSON & JOHNSON,1.0
2022-06-01,22752,MRK,MERCK & CO INC NEW,1.0
2022-06-01,23660,CTAS,CINTAS CORP,1.0
2022-06-01,25487,CAR,AVIS BUDGET GROUP INC,1.0
2022-06-01,39490,APA,A P A CORP,1.0
2022-06-01,44943,DIOD,DIODES INC,1.0
2022-06-01,50948,SMTC,SEMTECH CORP,1.0
2022-06-01,53613,MU,MICRON TECHNOLOGY INC,1.0
2022-06-01,57809,NDSN,NORDSON CORP,1.0
2022-06-01,62148,CSX,C S X CORP,1.0
2022-06-01,75825,EOG,EOG RESOURCES INC,1.0
2022-06-01,77357,SNPS,SYNOPSYS INC,1.0
2022-06-01,81774,FCX,FREEPORT MCMORAN INC,1.0
2022-06-01,84042,PAG,PENSKE AUTOMOTIVE GROUP INC,1.0
2022-06-01,85593,AMG,AFFILIATED MANAGERS GROUP INC,1.0
2022-06-01,86047,AMKR,AMKOR TECHNOLOGY INC,1.0
2022-06-01,86594,KFY,KORN FERRY,1.0
2022-06-01,88417,ACLS,AXCELIS TECHNOLOGIES INC,1.0
2022-06-01,88661,TPR,TAPESTRY INC,1.0
2022-06-01,89179,ANTM,ANTHEM INC,1.0
2022-06-01,89968,PIPR,PIPER SANDLER COMPANIES,1.0
2022-06-01,90312,WLK,WESTLAKE CORP,1.0
2022-06-01,90319,GOOGL,ALPHABET INC,1.0
2022-06-01,90829,CF,C F INDUSTRIES HOLDINGS INC,1.0
2022-06-01,91233,MA,MASTERCARD INC,1.0
2022-06-01,92602,PM,PHILIP MORRIS INTERNATIONAL INC,1.0
2022-06-01,93002,AVGO,BROADCOM INC,1.0
2022-06-01,86228,RSG,REPUBLIC SERVICES INC,0.99649
2022-06-01,80575,SSD,SIMPSON MANUFACTURING CO INC,0.995708
2022-06-01,49429,DDS,DILLARDS INC,0.992024
2022-06-01,91531,OC,OWENS CORNING NEW,0.988594
2022-06-01,80864,RS,RELIANCE STEEL & ALUMINUM CO,0.984582
2022-06-01,46674,GPC,GENUINE PARTS CO,0.981844
2022-06-01,76095,HOLX,HOLOGIC INC,0.979497
2022-06-01,77462,M,MACYS INC,0.978179
2022-06-01,92655,UNH,UNITEDHEALTH GROUP INC,0.973794
2022-06-01,68196,SEIC,S E I INVESTMENTS CO,0.970114
2022-06-01,85072,RL,RALPH LAUREN CORP,0.968545
2022-06-01,76841,BIIB,BIOGEN INC,0.963827
2022-06-01,76573,MLI,MUELLER INDUSTRIES INC,0.947537
2022-06-01,89866,LKQ,L K Q CORP,0.945468
2022-06-01,90520,CE,CELANESE CORP DEL,0.939834
2022-06-01,15579,TXN,TEXAS INSTRUMENTS INC,0.93067
2022-06-01,91516,AWI,ARMSTRONG WORLD INDS INC NEW,0.929798
2022-06-01,86158,CTSH,COGNIZANT TECHNOLOGY SOLS CORP,0.9266
2022-06-01,90880,AMP,AMERIPRISE FINANCIAL INC,0.923799
2022-06-01,85427,GPI,GROUP 1 AUTOMOTIVE INC,0.923218
2022-06-01,76076,CSCO,CISCO SYSTEMS INC,0.919456
2022-06-01,87432,A,AGILENT TECHNOLOGIES INC,0.916634
2022-06-01,64194,CHE,CHEMED CORP NEW,0.916528
2022-06-01,18163,PG,PROCTER & GAMBLE CO,0.913521
2022-06-01,12062,LH,LABORATORY CORP AMERICA HLDGS,0.911507
2022-06-01,22779,MSI,MOTOROLA SOLUTIONS INC,0.906957
2022-06-01,91413,EVR,EVERCORE INC,0.904577
2022-06-01,79698,IT,GARTNER INC,0.902808
2022-06-01,90550,DLB,DOLBY LABORATORIES INC,0.888979
2022-06-01,20204,CR,CRANE HOLDINGS CO,0.887491
2022-06-01,56223,LPX,LOUISIANA PACIFIC CORP,0.886637
2022-06-01,61313,DCI,DONALDSON INC,0.885411
2022-06-01,13748,TPH,TRI POINTE HOMES INC,0.884539
2022-06-01,13788,ZTS,ZOETIS INC,0.883831
2022-06-01,82651,WAT,WATERS CORP,0.87976
2022-06-01,85621,MTD,METTLER TOLEDO INTERNATIONAL INC,0.872939
2022-06-01,85992,MANH,MANHATTAN ASSOCIATES INC,0.871496
2022-06-01,85863,COLM,COLUMBIA SPORTSWEAR CO,0.862282
2022-06-01,70228,TOL,TOLL BROTHERS INC,0.859243
2022-06-01,46886,KLAC,K L A CORP,0.852956
2022-06-01,14593,AAPL,APPLE INC,0.840083
2022-06-01,82800,SCCO,SOUTHERN COPPER CORP,0.832543
2022-06-01,49680,DHR,DANAHER CORP,0.824301
2022-06-01,12622,HCA,H C A HEALTHCARE INC,0.820251
2022-06-01,88159,EXEL,EXELIXIS INC,0.820194
2022-06-01,15623,HLI,HOULIHAN LOKEY INC,0.811751
2022-06-01,48725,UNP,UNION PACIFIC CORP,0.808838
2022-06-01,13802,APAM,ARTISAN PARTNERS ASSET MGMT INC,0.80525
2022-06-01,13837,EVTC,EVERTEC INC,0.760612
2022-06-01,93330,PRI,PRIMERICA INC,0.757245
2022-06-01,25953,DOV,DOVER CORP,0.742097
2022-06-01,14008,AMGN,AMGEN INC,0.741119
2022-06-01,78170,SM,S M ENERGY CO,0.732228
2022-06-01,11600,XRAY,DENTSPLY SIRONA INC,0.710538
2022-06-01,76795,ZBRA,ZEBRA TECHNOLOGIES CORP,0.663951
2022-06-01,62498,WST,WEST PHARMACEUTICAL SERVICES INC,0.662089
2022-06-01,91575,HRI,HERC HOLDINGS INC,0.6491
2022-06-01,92402,MSCI,M S C I INC,0.621288
2022-06-01,79103,ORLY,O REILLY AUTOMOTIVE INC NEW,0.616409
2022-06-01,92611,V,VISA INC,0.546037
2022-06-01,13407,FB,META PLATFORMS INC,0.510061
2022-06-01,62341,PDCE,P D C ENERGY INC,0.464292
2022-06-01,75510,ADBE,ADOBE INC,0.370572
2022-06-01,11343,SAFM,SANDERSON FARMS INC,0.158362
2022-06-01,64311,NSC,NORFOLK SOUTHERN CORP,0.12904
2022-06-01,14776,SYF,SYNCHRONY FINANCIAL,0.124049
2022-06-01,78987,MCHP,MICROCHIP TECHNOLOGY INC,0.123469
2022-06-01,34817,NUE,NUCOR CORP,0.096517
2022-06-01,80080,EMN,EASTMAN CHEMICAL CO,0.090244
2022-06-01,89525,CMCSA,COMCAST CORP NEW,0.088056
2022-06-01,91204,POR,PORTLAND GENERAL ELECTRIC CO,0.022066
2022-06-01,14574,MC,MOELIS & CO,0.009674
2022-06-01,10777,FCNCA,FIRST CITIZENS BANCSHARES INC NC,-0.097562
2022-06-01,88949,SGEN,SEAGEN INC,-0.172668
2022-06-01,14401,OGS,ONE GAS INC,-0.260703
2022-06-01,75182,PII,POLARIS INC,-0.316396
2022-06-01,17034,ALTR,ALTAIR ENGINEERING INC,-0.319557
2022-06-01,90775,THS,TREEHOUSE FOODS INC,-0.330213
2022-06-01,16736,VST,VISTRA CORP,-0.345717
2022-06-01,14763,CTLT,CATALENT INC,-0.394999
2022-06-01,25320,CPB,CAMPBELL SOUP CO,-0.400145
2022-06-01,15108,NEWR,NEW RELIC INC,-0.422526
2022-06-01,87075,ZD,ZIFF DAVIS INC,-0.428685
2022-06-01,16968,MDB,MONGODB INC,-0.447714
2022-06-01,14325,TNDM,TANDEM DIABETES CARE INC,-0.452615
2022-06-01,14472,VRNS,VARONIS SYSTEMS INC,-0.478834
2022-06-01,15694,PEN,PENUMBRA INC,-0.511063
2022-06-01,19561,BA,BOEING CO,-0.515436
2022-06-01,92648,ENOV,ENOVIS CORP,-0.516713
2022-06-01,18452,LYFT,LYFT INC,-0.542024
2022-06-01,90505,LVS,LAS VEGAS SANDS CORP,-0.566
2022-06-01,17701,SMAR,SMARTSHEET INC,-0.588533
2022-06-01,18135,GH,GUARDANT HEALTH INC,-0.588868
2022-06-01,91594,SPR,SPIRIT AEROSYSTEMS HOLDINGS INC,-0.628211
2022-06-01,18100,ARVN,ARVINAS INC,-0.644216
2022-06-01,14988,LBRDK,LIBERTY BROADBAND CORP,-0.649791
2022-06-01,15627,PLNT,PLANET FITNESS INC,-0.662159
2022-06-01,13379,SPLK,SPLUNK INC,-0.689845
2022-06-01,80069,ARWR,ARROWHEAD PHARMACEUTICALS INC,-0.72507
2022-06-01,15541,RPD,RAPID7 INC,-0.741632
2022-06-01,15067,FRPT,FRESHPET INC,-0.770662
2022-06-01,91041,LYV,LIVE NATION ENTERTAINMENT INC,-0.78636
2022-06-01,14516,QTWO,Q 2 HOLDINGS INC,-0.80777
2022-06-01,78875,WOLF,WOLFSPEED INC,-0.819996
2022-06-01,12060,GE,GENERAL ELECTRIC CO,-0.820144
2022-06-01,90454,MKTX,MARKETAXESS HLDGS INC,-0.830185
2022-06-01,13181,GWRE,GUIDEWIRE SOFTWARE INC,-0.844537
2022-06-01,40272,IFF,INTERNATIONAL FLAVORS & FRAG INC,-0.854591
2022-06-01,91926,DAL,DELTA AIR LINES INC,-0.86284
2022-06-01,16597,AYX,ALTERYX INC,-0.866515
2022-06-01,43350,SWK,STANLEY BLACK & DECKER INC,-0.868718
2022-06-01,15452,EVH,EVOLENT HEALTH INC,-0.870598
2022-06-01,46578,CLX,CLOROX CO,-0.872449
2022-06-01,92052,TTGT,TECHTARGET INC,-0.874338
2022-06-01,17987,VRT,VERTIV HOLDINGS CO,-0.876788
2022-06-01,90444,ORA,ORMAT TECHNOLOGIES INC,-0.889652
2022-06-01,14811,FWONK,LIBERTY MEDIA CORP 3RD NEW,-0.891584
2022-06-01,14329,ARMK,ARAMARK,-0.899986
2022-06-01,89031,AXON,AXON ENTERPRISE INC,-0.90308
2022-06-01,93098,H,HYATT HOTELS CORP,-0.909815
2022-06-01,42585,SJM,SMUCKER J M CO,-0.921534
2022-06-01,52090,MKC,MCCORMICK & CO INC,-0.921638
2022-06-01,16678,KR,KROGER CO,-0.926555
2022-06-01,32870,HRL,HORMEL FOODS CORP,-0.928687
2022-06-01,16140,TWLO,TWILIO INC,-0.940222
2022-06-01,91103,UAL,UNITED AIRLINES HOLDINGS INC,-0.942861
2022-06-01,18150,ETRN,EQUITRANS MIDSTREAM CORP,-0.949538
2022-06-01,13688,PCG,P G & E CORP,-0.96412
2022-06-01,13168,TRIP,TRIPADVISOR INC,-0.967359
2022-06-01,32986,ATO,ATMOS ENERGY CORP,-0.978982
2022-06-01,11370,ENV,ENVESTNET INC,-1.0
2022-06-01,12591,APO,APOLLO GLOBAL MANAGEMENT INC NEW,-1.0
2022-06-01,13511,PANW,PALO ALTO NETWORKS INC,-1.0
2022-06-01,13967,PTCT,P T C THERAPEUTICS INC,-1.0
2022-06-01,14054,MRTX,MIRATI THERAPEUTICS INC,-1.0
2022-06-01,14179,AR,ANTERO RESOURCES CORP,-1.0
2022-06-01,14432,ITCI,INTRA CELLULAR THERAPIES INC,-1.0
2022-06-01,14436,RARE,ULTRAGENYX PHARMACEUTICALS INC,-1.0
2022-06-01,14596,FIVN,FIVE 9 INC,-1.0
2022-06-01,14617,ARES,ARES MANAGEMENT CORP,-1.0
2022-06-01,14641,ZEN,ZENDESK INC,-1.0
2022-06-01,14803,HQY,HEALTHEQUITY INC,-1.0
2022-06-01,14882,CZR,CAESARS ENTERTAINMENT INC DE,-1.0
2022-06-01,15119,WK,WORKIVA INC,-1.0
2022-06-01,15284,BPMC,BLUEPRINT MEDICINES CORP,-1.0
2022-06-01,15534,NTRA,NATERA INC,-1.0
2022-06-01,15917,GCP,G C P APPLIED TECHNOLOGIES INC,-1.0
2022-06-01,15921,WBT,WELBILT INC,-1.0
2022-06-01,16064,NTLA,INTELLIA THERAPEUTICS INC,-1.0
2022-06-01,16343,YUMC,YUM CHINA HOLDINGS INC,-1.0
2022-06-01,16381,BL,BLACKLINE INC,-1.0
2022-06-01,16382,COUP,COUPA SOFTWARE INC,-1.0
2022-06-01,16649,OKTA,OKTA INC,-1.0
2022-06-01,16966,SWCH,SWITCH INC,-1.0
2022-06-01,17104,APLS,APELLIS PHARMACEUTICALS INC,-1.0
2022-06-01,17125,DNLI,DENALI THERAPEUTICS INC,-1.0
2022-06-01,17341,ZS,ZSCALER INC,-1.0
2022-06-01,17700,CDAY,CERIDIAN H C M HOLDING INC,-1.0
2022-06-01,17855,AVLR,AVALARA INC,-1.0
2022-06-01,18134,UPWK,UPWORK INC,-1.0
2022-06-01,18190,AXNX,AXONICS INC,-1.0
2022-06-01,24328,EQT,E Q T CORP,-1.0
2022-06-01,35991,ROG,ROGERS CORP,-1.0
2022-06-01,50017,RRC,RANGE RESOURCES CORP,-1.0
2022-06-01,54114,MLKN,MILLERKNOLL INC,-1.0
2022-06-01,59010,GPS,GAP INC,-1.0
2022-06-01,76128,VICR,VICOR CORP,-1.0
2022-06-01,76136,KMPR,KEMPER CORP DE,-1.0
2022-06-01,76226,PARA,PARAMOUNT GLOBAL,-1.0
2022-06-01,76661,IONS,IONIS PHARMACEUTICALS INC,-1.0
2022-06-01,77300,SMG,SCOTTS MIRACLE GRO CO,-1.0
2022-06-01,77366,ELY,CALLAWAY GOLF CO,-1.0
2022-06-01,82634,SAM,BOSTON BEER INC,-1.0
2022-06-01,84348,VSAT,VIASAT INC,-1.0
2022-06-01,84761,TTWO,TAKE TWO INTERACTIVE SOFTWR INC,-1.0
2022-06-01,85002,SRPT,SAREPTA THERAPEUTICS INC,-1.0
2022-06-01,85738,MRCY,MERCURY SYSTEMS INC,-1.0
2022-06-01,88351,INSM,INSMED INC,-1.0
2022-06-01,88863,EXAS,EXACT SCIENCES CORP,-1.0
2022-06-01,89508,KMX,CARMAX INC,-1.0
2022-06-01,90177,ACAD,ACADIA PHARMACEUTICALS,-1.0
2022-06-01,90178,ALNY,ALNYLAM PHARMACEUTICALS INC,-1.0
2022-06-01,90248,DPZ,DOMINOS PIZZA INC,-1.0
2022-06-01,90978,SPWR,SUNPOWER CORP,-1.0
2022-06-01,91237,VG,VONAGE HOLDINGS CORP,-1.0
2022-06-01,91579,KBR,K B R INC,-1.0
2022-06-01,91733,AVAV,AEROVIRONMENT INC,-1.0
2022-06-01,92050,PODD,INSULET CORP,-1.0
2022-06-01,92601,NOG,NORTHERN OIL & GAS INC,-1.0
2022-06-01,93263,CELH,CELSIUS HOLDINGS INC,-1.0
2022-07-01,10107,MSFT,MICROSOFT CORP,1.0
2022-07-01,11403,CDNS,CADENCE DESIGN SYSTEMS INC,1.0
2022-07-01,11691,MATX,MATSON INC,1.0
2022-07-01,11995,COKE,COCA COLA CONSOLIDATED INC,1.0
2022-07-01,13284,ALSN,ALLISON TRANSMISSION HLDGS INC,1.0
2022-07-01,13610,OLN,OLIN CORP,1.0
2022-07-01,13766,BCC,BOISE CASCADE CO,1.0
2022-07-01,13901,MO,ALTRIA GROUP INC,1.0
2022-07-01,13928,COP,CONOCOPHILLIPS,1.0
2022-07-01,13936,PVH,P V H CORP,1.0
2022-07-01,14593,AAPL,APPLE INC,1.0
2022-07-01,15069,MRO,MARATHON OIL CORP,1.0
2022-07-01,17743,WRB,BERKLEY W R CORP,1.0
2022-07-01,20482,ABT,ABBOTT LABORATORIES,1.0
2022-07-01,21936,PFE,PFIZER INC,1.0
2022-07-01,22752,MRK,MERCK & CO INC NEW,1.0
2022-07-01,23660,CTAS,CINTAS CORP,1.0
2022-07-01,25487,CAR,AVIS BUDGET GROUP INC,1.0
2022-07-01,44943,DIOD,DIODES INC,1.0
2022-07-01,49429,DDS,DILLARDS INC,1.0
2022-07-01,50876,LLY,LILLY ELI & CO,1.0
2022-07-01,50948,SMTC,SEMTECH CORP,1.0
2022-07-01,53613,MU,MICRON TECHNOLOGY INC,1.0
2022-07-01,56223,LPX,LOUISIANA PACIFIC CORP,1.0
2022-07-01,62148,CSX,C S X CORP,1.0
2022-07-01,70228,TOL,TOLL BROTHERS INC,1.0
2022-07-01,76076,CSCO,CISCO SYSTEMS INC,1.0
2022-07-01,77357,SNPS,SYNOPSYS INC,1.0
2022-07-01,77462,M,MACYS INC,1.0
2022-07-01,78987,MCHP,MICROCHIP TECHNOLOGY INC,1.0
2022-07-01,81774,FCX,FREEPORT MCMORAN INC,1.0
2022-07-01,84042,PAG,PENSKE AUTOMOTIVE GROUP INC,1.0
2022-07-01,85072,RL,RALPH LAUREN CORP,1.0
2022-07-01,86158,CTSH,COGNIZANT TECHNOLOGY SOLS CORP,1.0
2022-07-01,86228,RSG,REPUBLIC SERVICES INC,1.0
2022-07-01,87432,A,AGILENT TECHNOLOGIES INC,1.0
2022-07-01,88182,ON,ON SEMICONDUCTOR CORP,1.0
2022-07-01,90312,WLK,WESTLAKE CORP,1.0
2022-07-01,90455,MPWR,MONOLITHIC PWR SYS INC,1.0
2022-07-01,90829,CF,C F INDUSTRIES HOLDINGS INC,1.0
2022-07-01,91233,MA,MASTERCARD INC,1.0
2022-07-01,91531,OC,OWENS CORNING NEW,1.0
2022-07-01,92602,PM,PHILIP MORRIS INTERNATIONAL INC,1.0
2022-07-01,92655,UNH,UNITEDHEALTH GROUP INC,1.0
2022-07-01,93002,AVGO,BROADCOM INC,1.0
2022-07-01,22111,JNJ,JOHNSON & JOHNSON,0.988181
2022-07-01,76841,BIIB,BIOGEN INC,0.982268
2022-07-01,46674,GPC,GENUINE PARTS CO,0.960752
2022-07-01,90319,GOOGL,ALPHABET INC,0.957248
2022-07-01,89179,ELV,ELEVANCE HEALTH INC,0.948885
2022-07-01,86594,KFY,KORN FERRY,0.943462
2022-07-01,76573,MLI,MUELLER INDUSTRIES INC,0.941336
2022-07-01,88159,EXEL,EXELIXIS INC,0.931147
2022-07-01,57809,NDSN,NORDSON CORP,0.928568
2022-07-01,80575,SSD,SIMPSON MANUFACTURING CO INC,0.924015
2022-07-01,68196,SEIC,S E I INVESTMENTS CO,0.902869
2022-07-01,89866,LKQ,L K Q CORP,0.902617
2022-07-01,76095,HOLX,HOLOGIC INC,0.901253
2022-07-01,81736,RMD,RESMED INC,0.895427
2022-07-01,11850,XOM,EXXON MOBIL CORP,0.891516
2022-07-01,88661,TPR,TAPESTRY INC,0.890361
2022-07-01,13788,ZTS,ZOETIS INC,0.888294
2022-07-01,18163,PG,PROCTER & GAMBLE CO,0.887737
2022-07-01,64194,CHE,CHEMED CORP NEW,0.887608
2022-07-01,82651,WAT,WATERS CORP,0.887389
2022-07-01,85427,GPI,GROUP 1 AUTOMOTIVE INC,0.872367
2022-07-01,85593,AMG,AFFILIATED MANAGERS GROUP INC,0.872057
2022-07-01,13210,EPAM,EPAM SYSTEMS INC,0.870223
2022-07-01,22779,MSI,MOTOROLA SOLUTIONS INC,0.867953
2022-07-01,12062,LH,LABORATORY CORP AMERICA HLDGS,0.865326
2022-07-01,80864,RS,RELIANCE STEEL & ALUMINUM CO,0.859735
2022-07-01,89968,PIPR,PIPER SANDLER COMPANIES,0.859589
2022-07-01,91516,AWI,ARMSTRONG WORLD INDS INC NEW,0.834176
2022-07-01,79698,IT,GARTNER INC,0.831523
2022-07-01,86047,AMKR,AMKOR TECHNOLOGY INC,0.83071
2022-07-01,14541,CVX,CHEVRON CORP NEW,0.828358
2022-07-01,85992,MANH,MANHATTAN ASSOCIATES INC,0.825384
2022-07-01,90550,DLB,DOLBY LABORATORIES INC,0.81907
2022-07-01,61313,DCI,DONALDSON INC,0.818349
2022-07-01,75825,EOG,EOG RESOURCES INC,0.816858
2022-07-01,14776,SYF,SYNCHRONY FINANCIAL,0.815836
2022-07-01,20204,CR,CRANE HOLDINGS CO,0.811839
2022-07-01,15579,TXN,TEXAS INSTRUMENTS INC,0.808465
2022-07-01,90880,AMP,AMERIPRISE FINANCIAL INC,0.794237
2022-07-01,85863,COLM,COLUMBIA SPORTSWEAR CO,0.793059
2022-07-01,49680,DHR,DANAHER CORP,0.792428
2022-07-01,48725,UNP,UNION PACIFIC CORP,0.784458
2022-07-01,85621,MTD,METTLER TOLEDO INTERNATIONAL INC,0.77922
2022-07-01,14702,AMAT,APPLIED MATERIALS INC,0.775117
2022-07-01,16119,ATKR,ATKORE INC,0.761552
2022-07-01,15623,HLI,HOULIHAN LOKEY INC,0.749795
2022-07-01,46886,KLAC,K L A CORP,0.74547
2022-07-01,13802,APAM,ARTISAN PARTNERS ASSET MGMT INC,0.745254
2022-07-01,39490,APA,A P A CORP,0.741828
2022-07-01,91413,EVR,EVERCORE INC,0.740971
2022-07-01,13837,EVTC,EVERTEC INC,0.73893
2022-07-01,93330,PRI,PRIMERICA INC,0.718894
2022-07-01,90520,CE,CELANESE CORP DEL,0.705664
2022-07-01,14008,AMGN,AMGEN INC,0.701902
2022-07-01,25953,DOV,DOVER CORP,0.671906
2022-07-01,82800,SCCO,SOUTHERN COPPER CORP,0.670764
2022-07-01,12622,HCA,H C A HEALTHCARE INC,0.656742
2022-07-01,62498,WST,WEST PHARMACEUTICAL SERVICES INC,0.644627
2022-07-01,11600,XRAY,DENTSPLY SIRONA INC,0.643576
2022-07-01,79103,ORLY,O REILLY AUTOMOTIVE INC NEW,0.610825
2022-07-01,92402,MSCI,M S C I INC,0.578519
2022-07-01,76795,ZBRA,ZEBRA TECHNOLOGIES CORP,0.57672
2022-07-01,12449,FLT,FLEETCOR TECHNOLOGIES INC,0.527949
2022-07-01,78170,SM,S M ENERGY CO,0.518227
2022-07-01,92611,V,VISA INC,0.506402
2022-07-01,91575,HRI,HERC HOLDINGS INC,0.498833
2022-07-01,13407,META,META PLATFORMS INC,0.424454
2022-07-01,77606,KSS,KOHLS CORP,0.412293
2022-07-01,62341,PDCE,P D C ENERGY INC,0.3627
2022-07-01,75510,ADBE,ADOBE INC,0.325499
2022-07-01,85926,SEE,SEALED AIR CORP NEW,0.222587
2022-07-01,11343,SAFM,SANDERSON FARMS INC,0.170997
2022-07-01,64311,NSC,NORFOLK SOUTHERN CORP,0.122306
2022-07-01,89525,CMCSA,COMCAST CORP NEW,0.077983
2022-07-01,34817,NUE,NUCOR CORP,0.076382
