Date,PERMNO,TICKER,COMPANY NAME,WEIGHT
2021-09-01,87445,TDY,TELEDYNE TECHNOLOGIES,-0.685883
2021-09-01,90505,LVS,LAS VEGAS SANDS CORP,-0.712523
2021-09-01,89353,JBLU,JETBLUE AIRWAYS CORP,-0.743055
2021-09-01,88863,EXAS,EXACT SCIENCES CORP,-0.76087
2021-09-01,91659,ALGT,ALLEGIANT TRAVEL CO,-0.762975
2021-09-01,82670,TGTX,T G THERAPEUTICS INC,-0.773601
2021-09-01,14179,AR,ANTERO RESOURCES CORP,-0.778212
2021-09-01,14596,FIVN,FIVE 9 INC,-0.786031
2021-09-01,15067,FRPT,FRESHPET INC,-0.786257
2021-09-01,14044,AGIO,AGIOS PHARMACEUTICALS INC,-0.800638
2021-09-01,14811,FWONK,LIBERTY MEDIA CORP 3RD NEW,-0.800773
2021-09-01,58683,LUV,SOUTHWEST AIRLINES CO,-0.809887
2021-09-01,80069,ARWR,ARROWHEAD PHARMACEUTICALS INC,-0.810361
2021-09-01,13169,ZNGA,ZYNGA INC,-0.816345
2021-09-01,17855,AVLR,AVALARA INC,-0.825698
2021-09-01,28804,ALK,ALASKA AIRGROUP INC,-0.828406
2021-09-01,91926,DAL,DELTA AIR LINES INC,-0.837526
2021-09-01,14641,ZEN,ZENDESK INC,-0.845626
2021-09-01,14516,QTWO,Q 2 HOLDINGS INC,-0.846773
2021-09-01,88421,ARNA,ARENA PHARMACEUTICALS INC,-0.855431
2021-09-01,80539,NKTR,NEKTAR THERAPEUTICS,-0.856593
2021-09-01,19561,BA,BOEING CO,-0.861637
2021-09-01,15167,SHAK,SHAKE SHACK INC,-0.862792
2021-09-01,87430,KTOS,KRATOS DEFENSE & SECUR SOLS INC,-0.867597
2021-09-01,14797,CDNA,CAREDX INC,-0.890536
2021-09-01,90808,EXPE,EXPEDIA GROUP INC,-0.898192
2021-09-01,93423,SIX,SIX FLAGS ENTERTAINMENT CORP,-0.899025
2021-09-01,14329,ARMK,ARAMARK,-0.900498
2021-09-01,91594,SPR,SPIRIT AEROSYSTEMS HOLDINGS INC,-0.908074
2021-09-01,86799,CNX,C N X RESOURCES CORP,-0.938794
2021-09-01,32870,HRL,HORMEL FOODS CORP,-0.94296
2021-09-01,91152,TDG,TRANSDIGM GROUP INC,-0.947509
2021-09-01,14338,HLT,HILTON WORLDWIDE HOLDINGS INC,-0.949818
2021-09-01,16140,TWLO,TWILIO INC,-0.955437
2021-09-01,15272,SEDG,SOLAREDGE TECHNOLOGIES INC,-0.971279
2021-09-01,17367,LPRO,OPEN LENDING CORP,-0.972846
2021-09-01,13739,BFAM,BRIGHT HORIZONS FAM SOL INC NEW,-0.974934
2021-09-01,89031,AXON,AXON ENTERPRISE INC,-0.977642
2021-09-01,91237,VG,VONAGE HOLDINGS CORP,-0.978409
2021-09-01,10158,AMRC,AMERESCO INC,-1.0
2021-09-01,10258,CLDX,CELLDEX THERAPEUTICS INC,-1.0
2021-09-01,12360,PACB,PACIFIC BIOSCIENCES CALIF INC,-1.0
2021-09-01,12591,APO,APOLLO GLOBAL MANAGEMENT INC,-1.0
2021-09-01,13379,SPLK,SPLUNK INC,-1.0
2021-09-01,13511,PANW,PALO ALTO NETWORKS INC,-1.0
2021-09-01,13688,PCG,P G & E CORP,-1.0
2021-09-01,13704,NEO,NEOGENOMICS INC,-1.0
2021-09-01,13962,NSTG,NANOSTRING TECHNOLOGIES INC,-1.0
2021-09-01,13967,PTCT,P T C THERAPEUTICS INC,-1.0
2021-09-01,14054,MRTX,MIRATI THERAPEUTICS INC,-1.0
2021-09-01,14136,RNG,RINGCENTRAL INC,-1.0
2021-09-01,14159,FEYE,FIREEYE INC,-1.0
2021-09-01,14176,XLRN,ACCELERON PHARMA INC,-1.0
2021-09-01,14273,CHGG,CHEGG INC,-1.0
2021-09-01,14325,TNDM,TANDEM DIABETES CARE INC,-1.0
2021-09-01,14432,ITCI,INTRA CELLULAR THERAPIES INC,-1.0
2021-09-01,14436,RARE,ULTRAGENYX PHARMACEUTICALS INC,-1.0
2021-09-01,14472,VRNS,VARONIS SYSTEMS INC,-1.0
2021-09-01,14782,TRUP,TRUPANION INC,-1.0
2021-09-01,14882,CZR,CAESARS ENTERTAINMENT INC DE,-1.0
2021-09-01,14988,LBRDK,LIBERTY BROADBAND CORP,-1.0
2021-09-01,15108,NEWR,NEW RELIC INC,-1.0
2021-09-01,15145,BOX,BOX INC,-1.0
2021-09-01,15351,FTAI,FORTRESS TRANS AND INFR INV LLC,-1.0
2021-09-01,15506,CYRX,CRYOPORT INC,-1.0
2021-09-01,15534,NTRA,NATERA INC,-1.0
2021-09-01,15541,RPD,RAPID7 INC,-1.0
2021-09-01,15627,PLNT,PLANET FITNESS INC,-1.0
2021-09-01,15649,MSGS,MADISON SQUARE GARD SPORTS CORP,-1.0
2021-09-01,15694,PEN,PENUMBRA INC,-1.0
2021-09-01,15729,PSTG,PURE STORAGE INC,-1.0
2021-09-01,16064,NTLA,INTELLIA THERAPEUTICS INC,-1.0
2021-09-01,16263,PTGX,PROTAGONIST THERAPEUTICS INC,-1.0
2021-09-01,16381,BL,BLACKLINE INC,-1.0
2021-09-01,16382,COUP,COUPA SOFTWARE INC,-1.0
2021-09-01,16595,SNAP,SNAP INC,-1.0
2021-09-01,16649,OKTA,OKTA INC,-1.0
2021-09-01,16678,KR,KROGER CO,-1.0
2021-09-01,16966,SWCH,SWITCH INC,-1.0
2021-09-01,16968,MDB,MONGODB INC,-1.0
2021-09-01,17037,SAIL,SAILPOINT TECHNOLOGIES HLDGS INC,-1.0
2021-09-01,17104,APLS,APELLIS PHARMACEUTICALS INC,-1.0
2021-09-01,17341,ZS,ZSCALER INC,-1.0
2021-09-01,17342,DBX,DROPBOX INC,-1.0
2021-09-01,17688,GSHD,GOOSEHEAD INSURANCE INC,-1.0
2021-09-01,17700,CDAY,CERIDIAN H C M HOLDING INC,-1.0
2021-09-01,17701,SMAR,SMARTSHEET INC,-1.0
2021-09-01,17948,ALLK,ALLAKOS INC,-1.0
2021-09-01,17987,VRT,VERTIV HOLDINGS CO,-1.0
2021-09-01,21792,CNP,CENTERPOINT ENERGY INC,-1.0
2021-09-01,24328,EQT,E Q T CORP,-1.0
2021-09-01,40272,IFF,INTERNATIONAL FLAVORS & FRAG INC,-1.0
2021-09-01,76038,BLFS,BIOLIFE SOLUTIONS INC,-1.0
2021-09-01,76661,IONS,IONIS PHARMACEUTICALS INC,-1.0
2021-09-01,85002,SRPT,SAREPTA THERAPEUTICS INC,-1.0
2021-09-01,87337,PLUG,PLUG POWER INC,-1.0
2021-09-01,88351,INSM,INSMED INC,-1.0
2021-09-01,88853,FLR,FLUOR CORP NEW,-1.0
2021-09-01,90178,ALNY,ALNYLAM PHARMACEUTICALS INC,-1.0
2021-09-01,90444,ORA,ORMAT TECHNOLOGIES INC,-1.0
2021-09-01,91041,LYV,LIVE NATION ENTERTAINMENT INC,-1.0
2021-09-01,91103,UAL,UNITED AIRLINES HOLDINGS INC,-1.0
2021-09-01,93098,H,HYATT HOTELS CORP,-1.0
2021-10-01,11809,CLH,CLEAN HARBORS INC,1.0
2021-10-01,12476,TRGP,TARGA RESOURCES CORP,1.0
2021-10-01,13543,GMED,GLOBUS MEDICAL INC,1.0
2021-10-01,13748,TPH,TRI POINTE HOMES INC,1.0
2021-10-01,13766,BCC,BOISE CASCADE CO,1.0
2021-10-01,13837,EVTC,EVERTEC INC,1.0
2021-10-01,14414,SC,SANTANDER CONSUMER USA HLDGS INC,1.0
2021-10-01,14593,AAPL,APPLE INC,1.0
2021-10-01,15579,TXN,TEXAS INSTRUMENTS INC,1.0
2021-10-01,16119,ATKR,ATKORE INC,1.0
2021-10-01,16434,GOLF,ACUSHNET HOLDINGS CORP,1.0
2021-10-01,16554,JELD,JELD WEN HOLDING INC,1.0
2021-10-01,17126,NMRK,NEWMARK GROUP INC,1.0
2021-10-01,20204,CR,CRANE CO,1.0
2021-10-01,20482,ABT,ABBOTT LABORATORIES,1.0
2021-10-01,21936,PFE,PFIZER INC,1.0
2021-10-01,22111,JNJ,JOHNSON & JOHNSON,1.0
2021-10-01,25953,DOV,DOVER CORP,1.0
2021-10-01,38659,GNTX,GENTEX CORP,1.0
2021-10-01,39490,APA,A P A CORP,1.0
2021-10-01,44943,DIOD,DIODES INC,1.0
2021-10-01,46674,GPC,GENUINE PARTS CO,1.0
2021-10-01,48725,UNP,UNION PACIFIC CORP,1.0
2021-10-01,49429,DDS,DILLARDS INC,1.0
2021-10-01,50948,SMTC,SEMTECH CORP,1.0
2021-10-01,56223,LPX,LOUISIANA PACIFIC CORP,1.0
2021-10-01,57809,NDSN,NORDSON CORP,1.0
2021-10-01,61313,DCI,DONALDSON INC,1.0
2021-10-01,62092,TMO,THERMO FISHER SCIENTIFIC INC,1.0
2021-10-01,62148,CSX,C S X CORP,1.0
2021-10-01,68196,SEIC,S E I INVESTMENTS CO,1.0
2021-10-01,75825,EOG,EOG RESOURCES INC,1.0
2021-10-01,76795,ZBRA,ZEBRA TECHNOLOGIES CORP,1.0
2021-10-01,80795,AMED,AMEDISYS INC,1.0
2021-10-01,80864,RS,RELIANCE STEEL & ALUMINUM CO,1.0
2021-10-01,84042,PAG,PENSKE AUTOMOTIVE GROUP INC,1.0
2021-10-01,84373,DGX,QUEST DIAGNOSTICS INC,1.0
2021-10-01,85035,QRVO,QORVO INC,1.0
2021-10-01,85427,GPI,GROUP 1 AUTOMOTIVE INC,1.0
2021-10-01,85863,COLM,COLUMBIA SPORTSWEAR CO,1.0
2021-10-01,86594,KFY,KORN FERRY,1.0
2021-10-01,88504,BRKR,BRUKER CORP,1.0
2021-10-01,88661,TPR,TAPESTRY INC,1.0
2021-10-01,89866,LKQ,L K Q CORP,1.0
2021-10-01,89971,TPX,TEMPUR SEALY INTERNATIONAL INC,1.0
2021-10-01,91575,HRI,HERC HOLDINGS INC,1.0
2021-10-01,93002,AVGO,BROADCOM INC,1.0
2021-10-01,93035,SEM,SELECT MEDICAL HOLDINGS CORP,1.0
2021-10-01,93330,PRI,PRIMERICA INC,1.0
2021-10-01,18163,PG,PROCTER & GAMBLE CO,0.981777
2021-10-01,64194,CHE,CHEMED CORP NEW,0.975675
2021-10-01,86158,CTSH,COGNIZANT TECHNOLOGY SOLS CORP,0.972448
2021-10-01,86778,MKSI,M K S INSTRUMENTS INC,0.965981
2021-10-01,46886,KLAC,K L A CORP,0.963791
2021-10-01,12622,HCA,H C A HEALTHCARE INC,0.961206
2021-10-01,92402,MSCI,M S C I INC,0.958617
2021-10-01,93374,FAF,FIRST AMERICAN FINL CORP NEW,0.957797
2021-10-01,73139,SYK,STRYKER CORP,0.951798
2021-10-01,13788,ZTS,ZOETIS INC,0.949028
2021-10-01,80128,VMI,VALMONT INDUSTRIES INC,0.946737
2021-10-01,80575,SSD,SIMPSON MANUFACTURING CO INC,0.945349
2021-10-01,92655,UNH,UNITEDHEALTH GROUP INC,0.942006
2021-10-01,13802,APAM,ARTISAN PARTNERS ASSET MGMT INC,0.94146
2021-10-01,62498,WST,WEST PHARMACEUTICAL SERVICES INC,0.940005
2021-10-01,49680,DHR,DANAHER CORP,0.939776
2021-10-01,37568,FELE,FRANKLIN ELECTRIC INC,0.9396
2021-10-01,85992,MANH,MANHATTAN ASSOCIATES INC,0.938859
2021-10-01,10107,MSFT,MICROSOFT CORP,0.933848
2021-10-01,76095,HOLX,HOLOGIC INC,0.9325
2021-10-01,92602,PM,PHILIP MORRIS INTERNATIONAL INC,0.931947
2021-10-01,14406,ESI,ELEMENT SOLUTIONS INC,0.929226
2021-10-01,12062,LH,LABORATORY CORP AMERICA HLDGS,0.927648
2021-10-01,90319,GOOGL,ALPHABET INC,0.923798
2021-10-01,13901,MO,ALTRIA GROUP INC,0.922396
2021-10-01,76076,CSCO,CISCO SYSTEMS INC,0.922197
2021-10-01,76709,IDXX,I D E X X LABORATORIES INC,0.916462
2021-10-01,10874,BC,BRUNSWICK CORP,0.915493
2021-10-01,90520,CE,CELANESE CORP DEL,0.914431
2021-10-01,86047,AMKR,AMKOR TECHNOLOGY INC,0.909509
2021-10-01,14702,AMAT,APPLIED MATERIALS INC,0.90553
2021-10-01,87432,A,AGILENT TECHNOLOGIES INC,0.897727
2021-10-01,77496,MHK,MOHAWK INDUSTRIES INC,0.897014
2021-10-01,13407,FB,FACEBOOK INC,0.894558
2021-10-01,85621,MTD,METTLER TOLEDO INTERNATIONAL INC,0.886967
2021-10-01,83916,TTEC,T T E C HOLDINGS INC,0.886844
2021-10-01,14716,CCS,CENTURY COMMUNITIES INC,0.876572
2021-10-01,91531,OC,OWENS CORNING NEW,0.875679
2021-10-01,90550,DLB,DOLBY LABORATORIES INC,0.871133
2021-10-01,75510,ADBE,ADOBE INC,0.867407
2021-10-01,82800,SCCO,SOUTHERN COPPER CORP,0.866763
2021-10-01,77520,AGCO,A G C O CORP,0.863851
2021-10-01,79637,UHS,UNIVERSAL HEALTH SERVICES INC,0.863635
2021-10-01,82651,WAT,WATERS CORP,0.862969
2021-10-01,12981,FBHS,FORTUNE BRANDS HOME & SECUR INC,0.856004
2021-10-01,86228,RSG,REPUBLIC SERVICES INC,0.828258
2021-10-01,13862,TMHC,TAYLOR MORRISON HOME CORP,0.825916
2021-10-01,89753,FORM,FORMFACTOR INC,0.822655
2021-10-01,65307,RPM,R P M INTERNATIONAL INC,0.822137
2021-10-01,79878,UFPI,U F P INDUSTRIES INC,0.811943
2021-10-01,82547,AEIS,ADVANCED ENERGY INDUSTRIES INC,0.779391
2021-10-01,21371,CAH,CARDINAL HEALTH INC,0.717273
2021-10-01,78664,DDD,3 D SYSTEMS CORP DEL,0.62685
2021-10-01,11343,SAFM,SANDERSON FARMS INC,0.584949
2021-10-01,79758,BYD,BOYD GAMING CORP,0.551743
2021-10-01,14008,AMGN,AMGEN INC,0.527296
2021-10-01,16290,FLGT,FULGENT GENETICS INC,0.526098
2021-10-01,91277,QRTEA,QURATE RETAIL INC,0.363358
2021-10-01,10397,WERN,WERNER ENTERPRISES INC,0.30268
2021-10-01,83976,ANF,ABERCROMBIE & FITCH CO,0.186374
2021-10-01,80054,MED,MEDIFAST INC,0.132306
2021-10-01,11533,FICO,FAIR ISAAC CORP,0.088183
2021-10-01,64311,NSC,NORFOLK SOUTHERN CORP,0.061133
2021-10-01,11691,MATX,MATSON INC,0.01744
2021-10-01,12307,AMRS,AMYRIS INC,-0.040214
2021-10-01,14295,TWTR,TWITTER INC,-0.06833
2021-10-01,14580,MGNI,MAGNITE INC,-0.088737
2021-10-01,14325,TNDM,TANDEM DIABETES CARE INC,-0.122824
2021-10-01,24205,NEE,NEXTERA ENERGY INC,-0.190821
2021-10-01,17036,CNNE,CANNAE HOLDINGS INC,-0.441907
2021-10-01,17104,APLS,APELLIS PHARMACEUTICALS INC,-0.500499
2021-10-01,90248,DPZ,DOMINOS PIZZA INC,-0.545708
2021-10-01,90505,LVS,LAS VEGAS SANDS CORP,-0.584561
2021-10-01,13169,ZNGA,ZYNGA INC,-0.694558
2021-10-01,93423,SIX,SIX FLAGS ENTERTAINMENT CORP,-0.742285
2021-10-01,89353,JBLU,JETBLUE AIRWAYS CORP,-0.750888
2021-10-01,80069,ARWR,ARROWHEAD PHARMACEUTICALS INC,-0.753711
2021-10-01,14797,CDNA,CAREDX INC,-0.770075
2021-10-01,14516,QTWO,Q 2 HOLDINGS INC,-0.770325
2021-10-01,91659,ALGT,ALLEGIANT TRAVEL CO,-0.775002
2021-10-01,87430,KTOS,KRATOS DEFENSE & SECUR SOLS INC,-0.782985
2021-10-01,14596,FIVN,FIVE 9 INC,-0.793506
2021-10-01,14641,ZEN,ZENDESK INC,-0.796271
2021-10-01,17855,AVLR,AVALARA INC,-0.803018
2021-10-01,14811,FWONK,LIBERTY MEDIA CORP 3RD NEW,-0.814531
2021-10-01,58683,LUV,SOUTHWEST AIRLINES CO,-0.836705
2021-10-01,76661,IONS,IONIS PHARMACEUTICALS INC,-0.843528
2021-10-01,28804,ALK,ALASKA AIRGROUP INC,-0.846582
2021-10-01,32870,HRL,HORMEL FOODS CORP,-0.848922
2021-10-01,14329,ARMK,ARAMARK,-0.850512
2021-10-01,13967,PTCT,P T C THERAPEUTICS INC,-0.85243
2021-10-01,17987,VRT,VERTIV HOLDINGS CO,-0.855132
2021-10-01,19561,BA,BOEING CO,-0.863337
2021-10-01,17701,SMAR,SMARTSHEET INC,-0.864866
2021-10-01,16678,KR,KROGER CO,-0.878307
2021-10-01,14472,VRNS,VARONIS SYSTEMS INC,-0.881723
2021-10-01,91926,DAL,DELTA AIR LINES INC,-0.88244
2021-10-01,40272,IFF,INTERNATIONAL FLAVORS & FRAG INC,-0.887854
2021-10-01,15272,SEDG,SOLAREDGE TECHNOLOGIES INC,-0.888927
2021-10-01,16649,OKTA,OKTA INC,-0.900346
2021-10-01,14988,LBRDK,LIBERTY BROADBAND CORP,-0.902643
2021-10-01,15145,BOX,BOX INC,-0.918121
2021-10-01,17342,DBX,DROPBOX INC,-0.921443
2021-10-01,13739,BFAM,BRIGHT HORIZONS FAM SOL INC NEW,-0.932496
2021-10-01,15351,FTAI,FORTRESS TRANS AND INFR INV LLC,-0.940664
2021-10-01,89031,AXON,AXON ENTERPRISE INC,-0.940788
2021-10-01,17341,ZS,ZSCALER INC,-0.942052
2021-10-01,17367,LPRO,OPEN LENDING CORP,-0.949131
2021-10-01,82670,TGTX,T G THERAPEUTICS INC,-0.951043
2021-10-01,88421,ARNA,ARENA PHARMACEUTICALS INC,-0.962574
2021-10-01,15627,PLNT,PLANET FITNESS INC,-0.966142
2021-10-01,15694,PEN,PENUMBRA INC,-0.969234
2021-10-01,16595,SNAP,SNAP INC,-0.970536
2021-10-01,15729,PSTG,PURE STORAGE INC,-0.974028
2021-10-01,91152,TDG,TRANSDIGM GROUP INC,-0.97415
2021-10-01,21792,CNP,CENTERPOINT ENERGY INC,-0.980437
2021-10-01,13704,NEO,NEOGENOMICS INC,-0.992151
2021-10-01,10258,CLDX,CELLDEX THERAPEUTICS INC,-1.0
2021-10-01,12360,PACB,PACIFIC BIOSCIENCES CALIF INC,-1.0
2021-10-01,12591,APO,APOLLO GLOBAL MANAGEMENT INC,-1.0
2021-10-01,13379,SPLK,SPLUNK INC,-1.0
2021-10-01,13511,PANW,PALO ALTO NETWORKS INC,-1.0
2021-10-01,13688,PCG,P G & E CORP,-1.0
2021-10-01,13962,NSTG,NANOSTRING TECHNOLOGIES INC,-1.0
2021-10-01,14054,MRTX,MIRATI THERAPEUTICS INC,-1.0
2021-10-01,14136,RNG,RINGCENTRAL INC,-1.0
2021-10-01,14159,FEYE,FIREEYE INC,-1.0
2021-10-01,14176,XLRN,ACCELERON PHARMA INC,-1.0
2021-10-01,14179,AR,ANTERO RESOURCES CORP,-1.0
2021-10-01,14273,CHGG,CHEGG INC,-1.0
2021-10-01,14338,HLT,HILTON WORLDWIDE HOLDINGS INC,-1.0
2021-10-01,14432,ITCI,INTRA CELLULAR THERAPIES INC,-1.0
2021-10-01,14436,RARE,ULTRAGENYX PHARMACEUTICALS INC,-1.0
2021-10-01,14782,TRUP,TRUPANION INC,-1.0
2021-10-01,14882,CZR,CAESARS ENTERTAINMENT INC DE,-1.0
2021-10-01,15067,FRPT,FRESHPET INC,-1.0
2021-10-01,15108,NEWR,NEW RELIC INC,-1.0
2021-10-01,15167,SHAK,SHAKE SHACK INC,-1.0
2021-10-01,15222,IOVA,IOVANCE BIOTHERAPEUTICS INC,-1.0
2021-10-01,15506,CYRX,CRYOPORT INC,-1.0
2021-10-01,15534,NTRA,NATERA INC,-1.0
2021-10-01,15541,RPD,RAPID7 INC,-1.0
2021-10-01,15649,MSGS,MADISON SQUARE GARD SPORTS CORP,-1.0
2021-10-01,16064,NTLA,INTELLIA THERAPEUTICS INC,-1.0
2021-10-01,16140,TWLO,TWILIO INC,-1.0
2021-10-01,16381,BL,BLACKLINE INC,-1.0
2021-10-01,16382,COUP,COUPA SOFTWARE INC,-1.0
2021-10-01,16968,MDB,MONGODB INC,-1.0
2021-10-01,17037,SAIL,SAILPOINT TECHNOLOGIES HLDGS INC,-1.0
2021-10-01,17688,GSHD,GOOSEHEAD INSURANCE INC,-1.0
2021-10-01,17700,CDAY,CERIDIAN H C M HOLDING INC,-1.0
2021-10-01,17948,ALLK,ALLAKOS INC,-1.0
2021-10-01,18100,ARVN,ARVINAS INC,-1.0
2021-10-01,18135,GH,GUARDANT HEALTH INC,-1.0
2021-10-01,18203,KOD,KODIAK SCIENCES INC,-1.0
2021-10-01,24328,EQT,E Q T CORP,-1.0
2021-10-01,80539,NKTR,NEKTAR THERAPEUTICS,-1.0
2021-10-01,85002,SRPT,SAREPTA THERAPEUTICS INC,-1.0
2021-10-01,86799,CNX,C N X RESOURCES CORP,-1.0
2021-10-01,87075,JCOM,J2 GLOBAL INC,-1.0
2021-10-01,87337,PLUG,PLUG POWER INC,-1.0
2021-10-01,88351,INSM,INSMED INC,-1.0
2021-10-01,88853,FLR,FLUOR CORP NEW,-1.0
2021-10-01,88863,EXAS,EXACT SCIENCES CORP,-1.0
2021-10-01,89301,GME,GAMESTOP CORP NEW,-1.0
2021-10-01,90178,ALNY,ALNYLAM PHARMACEUTICALS INC,-1.0
2021-10-01,90215,CRM,SALESFORCE COM INC,-1.0
2021-10-01,90444,ORA,ORMAT TECHNOLOGIES INC,-1.0
2021-10-01,90808,EXPE,EXPEDIA GROUP INC,-1.0
2021-10-01,91041,LYV,LIVE NATION ENTERTAINMENT INC,-1.0
2021-10-01,91103,UAL,UNITED AIRLINES HOLDINGS INC,-1.0
2021-10-01,91237,VG,VONAGE HOLDINGS CORP,-1.0
2021-10-01,91579,KBR,K B R INC,-1.0
2021-10-01,91594,SPR,SPIRIT AEROSYSTEMS HOLDINGS INC,-1.0
2021-10-01,92040,FOLD,AMICUS THERAPEUTICS INC,-1.0
2021-10-01,93098,H,HYATT HOTELS CORP,-1.0
2021-11-01,10107,MSFT,MICROSOFT CORP,1.0
2021-11-01,11600,XRAY,DENTSPLY SIRONA INC,1.0
2021-11-01,11809,CLH,CLEAN HARBORS INC,1.0
2021-11-01,13543,GMED,GLOBUS MEDICAL INC,1.0
2021-11-01,13748,TPH,TRI POINTE HOMES INC,1.0
2021-11-01,13766,BCC,BOISE CASCADE CO,1.0
2021-11-01,13788,ZTS,ZOETIS INC,1.0
2021-11-01,14593,AAPL,APPLE INC,1.0
2021-11-01,14702,AMAT,APPLIED MATERIALS INC,1.0
2021-11-01,16119,ATKR,ATKORE INC,1.0
2021-11-01,16434,GOLF,ACUSHNET HOLDINGS CORP,1.0
2021-11-01,16554,JELD,JELD WEN HOLDING INC,1.0
2021-11-01,17126,NMRK,NEWMARK GROUP INC,1.0
2021-11-01,18163,PG,PROCTER & GAMBLE CO,1.0
2021-11-01,20204,CR,CRANE CO,1.0
2021-11-01,20482,ABT,ABBOTT LABORATORIES,1.0
2021-11-01,21936,PFE,PFIZER INC,1.0
2021-11-01,22103,EMR,EMERSON ELECTRIC CO,1.0
2021-11-01,22111,JNJ,JOHNSON & JOHNSON,1.0
2021-11-01,25953,DOV,DOVER CORP,1.0
2021-11-01,37568,FELE,FRANKLIN ELECTRIC INC,1.0
2021-11-01,38659,GNTX,GENTEX CORP,1.0
2021-11-01,39490,APA,A P A CORP,1.0
2021-11-01,44943,DIOD,DIODES INC,1.0
2021-11-01,46674,GPC,GENUINE PARTS CO,1.0
2021-11-01,46886,KLAC,K L A CORP,1.0
2021-11-01,48725,UNP,UNION PACIFIC CORP,1.0
2021-11-01,49429,DDS,DILLARDS INC,1.0
2021-11-01,50948,SMTC,SEMTECH CORP,1.0
2021-11-01,53613,MU,MICRON TECHNOLOGY INC,1.0
2021-11-01,57809,NDSN,NORDSON CORP,1.0
2021-11-01,61313,DCI,DONALDSON INC,1.0
2021-11-01,62092,TMO,THERMO FISHER SCIENTIFIC INC,1.0
2021-11-01,62148,CSX,C S X CORP,1.0
2021-11-01,64194,CHE,CHEMED CORP NEW,1.0
2021-11-01,68196,SEIC,S E I INVESTMENTS CO,1.0
2021-11-01,75825,EOG,EOG RESOURCES INC,1.0
2021-11-01,76709,IDXX,I D E X X LABORATORIES INC,1.0
2021-11-01,76795,ZBRA,ZEBRA TECHNOLOGIES CORP,1.0
2021-11-01,78664,DDD,3 D SYSTEMS CORP DEL,1.0
2021-11-01,80795,AMED,AMEDISYS INC,1.0
2021-11-01,80864,RS,RELIANCE STEEL & ALUMINUM CO,1.0
2021-11-01,82651,WAT,WATERS CORP,1.0
2021-11-01,84042,PAG,PENSKE AUTOMOTIVE GROUP INC,1.0
2021-11-01,84373,DGX,QUEST DIAGNOSTICS INC,1.0
2021-11-01,85035,QRVO,QORVO INC,1.0
2021-11-01,85621,MTD,METTLER TOLEDO INTERNATIONAL INC,1.0
2021-11-01,85863,COLM,COLUMBIA SPORTSWEAR CO,1.0
2021-11-01,85992,MANH,MANHATTAN ASSOCIATES INC,1.0
2021-11-01,86158,CTSH,COGNIZANT TECHNOLOGY SOLS CORP,1.0
2021-11-01,86594,KFY,KORN FERRY,1.0
2021-11-01,88504,BRKR,BRUKER CORP,1.0
2021-11-01,88661,TPR,TAPESTRY INC,1.0
2021-11-01,89866,LKQ,L K Q CORP,1.0
2021-11-01,90319,GOOGL,ALPHABET INC,1.0
2021-11-01,91575,HRI,HERC HOLDINGS INC,1.0
2021-11-01,92402,MSCI,M S C I INC,1.0
2021-11-01,92655,UNH,UNITEDHEALTH GROUP INC,1.0
2021-11-01,93002,AVGO,BROADCOM INC,1.0
2021-11-01,93035,SEM,SELECT MEDICAL HOLDINGS CORP,1.0
2021-11-01,93330,PRI,PRIMERICA INC,1.0
2021-11-01,93374,FAF,FIRST AMERICAN FINL CORP NEW,1.0
2021-11-01,14414,SC,SANTANDER CONSUMER USA HLDGS INC,0.999963
2021-11-01,12622,HCA,H C A HEALTHCARE INC,0.991822
2021-11-01,13837,EVTC,EVERTEC INC,0.989902
2021-11-01,90520,CE,CELANESE CORP DEL,0.98451
2021-11-01,15579,TXN,TEXAS INSTRUMENTS INC,0.981337
2021-11-01,75510,ADBE,ADOBE INC,0.979831
2021-11-01,14406,ESI,ELEMENT SOLUTIONS INC,0.973339
2021-11-01,12981,FBHS,FORTUNE BRANDS HOME & SECUR INC,0.970656
2021-11-01,49680,DHR,DANAHER CORP,0.962368
2021-11-01,86778,MKSI,M K S INSTRUMENTS INC,0.960441
2021-11-01,73139,SYK,STRYKER CORP,0.960244
2021-11-01,56223,LPX,LOUISIANA PACIFIC CORP,0.960204
2021-11-01,91531,OC,OWENS CORNING NEW,0.959389
2021-11-01,85427,GPI,GROUP 1 AUTOMOTIVE INC,0.956957
2021-11-01,76076,CSCO,CISCO SYSTEMS INC,0.954725
2021-11-01,13802,APAM,ARTISAN PARTNERS ASSET MGMT INC,0.953357
2021-11-01,62498,WST,WEST PHARMACEUTICAL SERVICES INC,0.951794
2021-11-01,12062,LH,LABORATORY CORP AMERICA HLDGS,0.946006
2021-11-01,92602,PM,PHILIP MORRIS INTERNATIONAL INC,0.929455
2021-11-01,86228,RSG,REPUBLIC SERVICES INC,0.928534
2021-11-01,65307,RPM,R P M INTERNATIONAL INC,0.927642
2021-11-01,82800,SCCO,SOUTHERN COPPER CORP,0.926173
2021-11-01,76095,HOLX,HOLOGIC INC,0.926149
2021-11-01,83916,TTEC,T T E C HOLDINGS INC,0.899444
2021-11-01,87432,A,AGILENT TECHNOLOGIES INC,0.898609
2021-11-01,77496,MHK,MOHAWK INDUSTRIES INC,0.89602
2021-11-01,13901,MO,ALTRIA GROUP INC,0.893791
2021-11-01,89753,FORM,FORMFACTOR INC,0.876616
