target_month,permno,ticker,company_name,weight,ret_exc_lead1m,pred
2022-08-31,19456,CLOV,CLOVER HEALTH INVESTMENTS CORP,-0.01,-0.069758,-0.017149713717628454
2022-08-31,22793,SBFM,SUNSHINE BIOPHARMA INC,-0.01,0.016618,-0.017697929874812487
2022-08-31,19295,IRNT,IRONNET INC,-0.01,-0.091991,-0.01797128119712
2022-08-31,66739,SBOW,SILVERBOW RESOURCES INC,-0.01,-0.12206,-0.01801291262591013
2022-08-31,21325,PLL,PIEDMONT LITHIUM INC,-0.01,0.350676,-0.01807976758070849
2022-08-31,15014,PLAY,DAVE & BUSTERS ENTERTAINMENT INC,-0.01,0.10463,-0.018104977670647837
2022-08-31,13124,LPI,LAREDO PETROLEUM INC,-0.01,-0.126633,-0.018185216253550233
2022-08-31,19499,NKTX,NKARTA INC,-0.01,0.063236,-0.01823413563398791
2022-08-31,21358,CFLT,CONFLUENT INC,-0.01,0.073148,-0.018235080874583295
2022-08-31,18552,RIDE,LORDSTOWN MOTORS CORP,-0.01,-0.046544,-0.018573191927893102
2022-08-31,21219,GPOR,GULFPORT ENERGY CORP,-0.01,0.060246,-0.018758690526455707
2022-08-31,15540,RILY,B RILEY FINANCIAL INC,-0.01,-0.019024,-0.018776196025506085
2022-08-31,80563,PENN,PENN NATIONAL GAMING INC,-0.01,-0.097994,-0.018810926166333994
2022-08-31,89394,OSTK,OVERSTOCK COM INC DEL,-0.01,-0.101901,-0.018821800463004676
2022-08-31,15995,SENS,SENSEONICS HOLDINGS INC,-0.01,0.377944,-0.018967740244276287
2022-08-31,15639,PRPL,PURPLE INNOVATION INC,-0.01,-0.182417,-0.0190366428864161
2022-08-31,14773,PARR,PAR PACIFIC HOLDINGS INC,-0.01,0.13749299999999998,-0.019045533979576337
2022-08-31,81666,HA,HAWAIIAN HOLDINGS INC,-0.01,0.00010399999999999993,-0.019154007050772862
2022-08-31,18572,BYND,BEYOND MEAT INC,-0.01,-0.23916300000000001,-0.019181611856203103
2022-08-31,19408,VRM,VROOM INC,-0.01,0.092059,-0.019396378985307126
2022-08-31,90988,BKD,BROOKDALE SENIOR LIVING INC,-0.01,-0.089038,-0.019603797372199423
2022-08-31,83885,MVIS,MICROVISION INC WA,-0.01,-0.062095,-0.019648152352594626
2022-08-31,16529,ROCC,RANGER OIL CORP,-0.01,0.022534,-0.019729249343696534
2022-08-31,19114,BKSY,BLACKSKY TECHNOLOGY INC,-0.01,-0.15252900000000003,-0.019736978498380173
2022-08-31,12307,AMRS,AMYRIS INC,-0.01,0.6497839999999999,-0.019876817097031135
2022-08-31,18558,GOEV,CANOO INC,-0.01,-0.079936,-0.020023876290056232
2022-08-31,18784,REAL,REALREAL INC,-0.01,-0.083446,-0.020028427791820798
2022-08-31,21593,XMTR,XOMETRY INC,-0.01,0.28783600000000004,-0.02045074374095494
2022-08-31,22667,KSCP,KNIGHTSCOPE INC,-0.01,-0.12856800000000002,-0.02053312372145107
2022-08-31,77659,BBBY,BED BATH & BEYOND INC,-0.01,0.8927309999999999,-0.02099926976916067
2022-08-31,19893,FUBO,FUBOTV INC,-0.01,0.44033,-0.021015242716358698
2022-08-31,91915,CNK,CINEMARK HOLDINGS INC,-0.01,-0.233761,-0.021110904382911543
2022-08-31,19851,ARRY,ARRAY TECHNOLOGIES INC,-0.01,0.23845499999999997,-0.021299986911938885
2022-08-31,20609,LGVN,LONGEVERON INC,-0.01,-0.23384300000000002,-0.021637107901671733
2022-08-31,19485,PLRX,PLIANT THERAPEUTICS INC,-0.01,0.108059,-0.022042286313352786
2022-08-31,19388,DNMR,DANIMER SCIENTIFIC INC,-0.01,-0.038698,-0.022206704705842906
2022-08-31,85401,SIGA,S I G A TECHNOLOGIES INC,-0.01,-0.124647,-0.022422908302316403
2022-08-31,46922,RAD,RITE AID CORP,-0.01,-0.12948300000000001,-0.022730673351931272
2022-08-31,19196,PRCH,PORCH GROUP INC,-0.01,0.112089,-0.022856057994707853
2022-08-31,22200,CYN,CYNGN INC,-0.01,0.039421,-0.02299202882015614
2022-08-31,19137,GRWG,GROWGENERATION CORP,-0.01,-0.02252,-0.023058167563303537
2022-08-31,22767,BWV,BLUE WATER VACCINES INC,-0.01,-0.061603,-0.023988489510616492
2022-08-31,22085,PTLO,PORTILLOS INC,-0.01,-0.037381,-0.02414024665252049
2022-08-31,12350,MULN,MULLEN AUTOMOTIVE INC,-0.01,-0.16047299999999998,-0.02687340915156915
2022-08-31,21890,BROS,DUTCH BROS INC,-0.01,-0.028308,-0.027035046694921187
2022-08-31,18780,ATER,ATERIAN INC,-0.01,-0.001901,-0.027041828427412793
2022-08-31,89790,TELL,TELLURIAN INC,-0.01,0.073368,-0.02709948833820393
2022-08-31,82859,REV,REVLON INC,-0.01,0.552909,-0.02711781439288725
2022-08-31,16655,CVNA,CARVANA CO,-0.01,0.12983099999999997,-0.027457939150619576
2022-08-31,19644,PLBY,PLBY GROUP INC,-0.01,-0.300966,-0.027629371287765336
2022-08-31,15271,XELA,EXELA TECHNOLOGIES INC,-0.01,-0.338873,-0.027923894937858417
2022-08-31,19146,MNTS,MOMENTUS INC,-0.01,0.0037810000000000005,-0.03027125824338821
2022-08-31,16400,PHUN,PHUNWARE INC,-0.01,-0.097139,-0.03377804947865772
2022-08-31,19187,CLSK,CLEANSPARK INC,-0.01,0.070781,-0.03394809814742782
2022-08-31,22602,SIDU,SIDUS SPACE INC,-0.01,-0.22853,-0.0350433500353949
2022-08-31,18302,ADN,ADVENT TECHNOLOGIES HLDGS INC,-0.01,0.14828200000000002,-0.03575151504544629
2022-08-31,92294,UEC,URANIUM ENERGY CORP,-0.01,0.07429,-0.036108922906702895
2022-08-31,91379,HUSA,HOUSTON AMERICAN ENERGY CORP,-0.01,-0.015506,-0.03725458470047009
2022-08-31,15254,ENSV,ENSERVCO CORP,-0.01,-0.037195,-0.038276385107315646
2022-08-31,20338,SKYH,SKY HARBOUR GROUP CORP,-0.01,-0.055731,-0.042629358085396085
2022-08-31,19616,SST,SYSTEM1 INC,-0.01,0.342381,-0.04361634283269642
2022-08-31,84302,NILE,BITNILE HOLDINGS INC,-0.01,-0.026616,-0.04509114330776524
2022-08-31,20322,RDBX,REDBOX ENTERTAINMENT INC,-0.01,-0.718951,-0.04533605396360514
2022-08-31,19832,GOVX,GEOVAX LABS INC,-0.01,-0.5660040000000001,-0.04656149788333486
2022-08-31,17366,HYMC,HYCROFT MINING HOLDING CORP,-0.01,-0.225105,-0.04753385141927067
2022-08-31,22333,PIK,KIDPIK CORP,-0.01,0.064089,-0.04791498888610489
2022-08-31,20636,ISPO,INSPIRATO INC,-0.01,-0.447229,-0.04877547358769589
2022-08-31,21736,KAVL,KAIVAL BRANDS INNOVATIONS GP INC,-0.01,0.021721,-0.050442451382412976
2022-08-31,18320,TBLT,TOUGHBUILT INDUSTRIES INC,-0.01,-0.5872320000000001,-0.05233400790698874
2022-08-31,22273,AERC,AEROCLEAN TECHNOLOGIES INC,-0.01,-0.46823899999999996,-0.05634026799893557
2022-08-31,14820,MDVL,MEDAVAIL HOLDINGS INC,-0.01,-0.081266,-0.07693009545345438
2022-09-30,16816,BHF,BRIGHTHOUSE FINANCIAL INC,0.01,-0.088785,0.049249721300157194
2022-09-30,82779,NVAX,NOVAVAX INC,0.01,-0.45108200000000004,0.04310002803941851
2022-09-30,49656,BK,BANK OF NEW YORK MELLON CORP,0.01,-0.074407,0.0430488135467926
2022-09-30,47896,JPM,JPMORGAN CHASE & CO,0.01,-0.08308600000000001,0.039520104408494905
2022-09-30,72726,STT,STATE STREET CORP,0.01,-0.103026,0.038711538210834354
2022-09-30,58246,NTRS,NORTHERN TRUST CORP,0.01,-0.095326,0.038492443960228315
2022-09-30,21029,CFVI,C F ACQUISITION CORP VI,0.01,0.079271,0.038381200055039415
2022-09-30,45306,IDCC,INTERDIGITAL INC,0.01,-0.19610799999999998,0.03701115093328833
2022-09-30,16595,SNAP,SNAP INC,0.01,-0.099356,0.0359588885487691
2022-09-30,49015,LNC,LINCOLN NATIONAL CORP,0.01,-0.048607,0.03591226984948868
2022-09-30,70519,C,CITIGROUP INC,0.01,-0.14820999999999998,0.035520894687730786
2022-09-30,16505,BPOP,POPULAR INC,0.01,-0.061861,0.034884866251429246
2022-09-30,90177,ACAD,ACADIA PHARMACEUTICALS,0.01,-0.00619,0.03449211345279727
2022-09-30,14670,SFBS,SERVISFIRST BANCSHARES INC,0.01,-0.050886,0.034004907216038355
2022-09-30,89395,PNFP,PINNACLE FINANCIAL PARTNERS INC,0.01,0.002903,0.03366987004841199
2022-09-30,89826,TCBI,TEXAS CAPITAL BANCSHARES INC,0.01,-0.001929,0.03345172839598947
2022-09-30,88949,SGEN,SEAGEN INC,0.01,-0.115093,0.03341892723770175
2022-09-30,80072,VLY,VALLEY NATIONAL BANCORP,0.01,-0.063736,0.0329816122339728
2022-09-30,10629,FNB,F N B CORP PA,0.01,-0.018802,0.03292749213221466
2022-09-30,14641,ZEN,ZENDESK INC,0.01,-0.010656,0.032825953909497996
2022-09-30,78829,UMBF,U M B FINANCIAL CORP,0.01,-0.055968,0.032781554768601784
2022-09-30,17342,DBX,DROPBOX INC,0.01,-0.033252,0.032456652705895386
2022-09-30,90090,SBNY,SIGNATURE BANK NEW YORK N Y,0.01,-0.135905,0.032156247853756544
2022-09-30,80498,ABCB,AMERIS BANCORP,0.01,-0.040933,0.032015641547919714
2022-09-30,93345,CDXS,CODEXIS INC,0.01,-0.13745,0.03194746423310563
2022-09-30,19635,HRMY,HARMONY BIOSCIENCES HLDGS INC,0.01,0.006725,0.031900387952080465
2022-09-30,89195,PFG,PRINCIPAL FINANCIAL GROUP INC,0.01,-0.028639,0.031204240306915914
2022-09-30,91463,CVLT,COMMVAULT SYSTEMS INC,0.01,-0.024954,0.03110861640197741
2022-09-30,85875,IBOC,INTERNATIONAL BANCSHARES CORP,0.01,0.016523,0.03095354092742694
2022-09-30,90037,HTH,HILLTOP HOLDINGS INC,0.01,-0.060641,0.030820017833856028
2022-09-30,27888,CFR,CULLEN FROST BANKERS INC,0.01,0.015460999999999999,0.03060385789761063
2022-09-30,91356,HOMB,HOME BANCSHARES INC,0.01,-0.045278,0.030294028638436714
2022-09-30,16182,PI,IMPINJ INC,0.01,-0.105536,0.030061418570422663
2022-09-30,90353,BECN,BEACON ROOFING SUPPLY INC,0.01,-0.005389,0.029853484373340077
2022-09-30,13046,UI,UBIQUITI INC,0.01,-0.054275,0.02970086589978373
2022-09-30,22027,JXN,JACKSON FINANCIAL INC,0.01,-0.114213,0.029691955909703957
2022-09-30,90248,DPZ,DOMINOS PIZZA INC,0.01,-0.165047,0.029681642256033168
2022-09-30,14991,ATRA,ATARA BIOTHERAPEUTICS INC,0.01,-0.059286,0.029641805111229207
2022-09-30,14318,NMIH,N M I HOLDINGS INC,0.01,-0.009722,0.029563232671978253
2022-09-30,35554,MTB,M & T BANK CORP,0.01,-0.031965,0.02941813450923414
2022-09-30,16140,TWLO,TWILIO INC,0.01,-0.008253,0.029103152809451405
2022-09-30,90634,AX,AXOS FINANCIAL INC,0.01,-0.182637,0.029085908494072447
2022-09-30,52936,MCY,MERCURY GENERAL CORP NEW,0.01,-0.102742,0.029050381759697128
2022-09-30,15145,BOX,BOX INC,0.01,-0.054745,0.02904438995927445
2022-09-30,15541,RPD,RAPID7 INC,0.01,-0.255842,0.029016779562123615
2022-09-30,15409,ALRM,ALARM COM HOLDINGS INC,0.01,-0.028055,0.02892285685891965
2022-09-30,15847,KURA,KURA ONCOLOGY INC,0.01,-0.016359,0.028811494522207284
2022-09-30,21331,AUR,AURORA INNOVATION INC,0.01,0.030781000000000003,0.02872376525867623
2022-09-30,41187,HE,HAWAIIAN ELECTRIC INDUSTRIES INC,0.01,-0.115937,0.028686178591201057
2022-09-30,20447,PLTK,PLAYTIKA HOLDING CORP,0.01,-0.110191,0.02861314105628396
2022-09-30,14889,CFG,CITIZENS FINANCIAL GROUP INC,0.01,-0.065179,0.028467302519380087
2022-09-30,21125,ZIP,ZIPRECRUITER INC,0.01,-0.01272,0.028459987664551045
2022-09-30,11154,PLAB,PHOTRONICS INC,0.01,-0.13169099999999997,0.028323336352193508
2022-09-30,79210,RGA,REINSURANCE GROUP OF AMERICA INC,0.01,0.001661,0.02831810966171267
2022-09-30,89946,AEL,AMERICAN EQUITY INVT LIFE HLDG C,0.01,-0.020613,0.028133358054240193
2022-09-30,11786,SIVB,S V B FINANCIAL GROUP,0.01,-0.175943,0.027650354463304667
2022-09-30,18973,BRC,BRADY CORP,0.01,-0.105281,0.027643688865500667
2022-09-30,11369,UBSI,UNITED BANKSHARES INC,0.01,-0.028678,0.027567874958990327
2022-09-30,14316,KPTI,KARYOPHARM THERAPEUTICS INC,0.01,0.077122,0.02742385836047053
2022-09-30,87842,MET,METLIFE INC,0.01,-0.057113,0.027305227754750944
2022-09-30,90550,DLB,DOLBY LABORATORIES INC,0.01,-0.112388,0.02730262807590603
2022-09-30,13628,WDAY,WORKDAY INC,0.01,-0.076917,0.027287903570188746
2022-09-30,89455,RUSHA,RUSH ENTERPRISES INC,0.01,-0.069927,0.02727009588616718
2022-09-30,93304,FIBK,FIRST INTERSTATE BANCSYSTEM INC,0.01,0.00030600000000000007,0.027223743376963174
2022-09-30,36003,ROL,ROLLINS INC,0.01,0.025322,0.02713968530125797
2022-09-30,86783,BKNG,BOOKING HOLDINGS INC,0.01,-0.12592899999999999,0.0271395458499305
2022-09-30,10777,FCNCA,FIRST CITIZENS BANCSHARES INC NC,0.01,-0.019824,0.02709357603024765
2022-09-30,93132,FTNT,FORTINET INC,0.01,0.007108,0.02707970779127311
2022-09-30,18062,ELAN,ELANCO ANIMAL HEALTH INC,0.01,-0.18170399999999998,0.02696662690107786
2022-09-30,17125,DNLI,DENALI THERAPEUTICS INC,0.01,0.107214,0.026965618099175807
2022-09-30,59408,BAC,BANK OF AMERICA CORP,0.01,-0.097481,0.026945686051202556
2022-09-30,12068,ONB,OLD NATIONAL BANCORP,0.01,-0.015111,0.026633304773842743
2022-09-30,26710,L,LOEWS CORP,0.01,-0.100826,0.026598700540235366
2022-09-30,35044,RF,REGIONS FINANCIAL CORP NEW,0.01,-0.0671,0.02658826051512644
2022-09-30,89258,PRU,PRUDENTIAL FINANCIAL INC,0.01,-0.106054,0.02655347234002999
2022-09-30,89753,FORM,FORMFACTOR INC,0.01,-0.146396,0.02643019696433109
2022-09-30,85741,HOPE,HOPE BANCORP INC,0.01,-0.12839799999999998,0.02626466090991434
2022-09-30,85059,FIX,COMFORT SYSTEMS USA INC,0.01,-0.031927,0.026150702107672726
2022-09-30,81577,WAFD,WASHINGTON FEDERAL INC,0.01,-0.065347,0.026105047357119014
2022-09-30,36397,FHN,FIRST HORIZON CORP,0.01,0.016989,0.026035388185863654
2022-09-30,19854,EBC,EASTERN BANKSHARES INC,0.01,0.015666,0.025901407036176587
2022-09-30,92852,LOPE,GRAND CANYON EDUCATION INC,0.01,0.008762,0.025814894729562155
2022-09-30,68292,SIGI,SELECTIVE INSURANCE GROUP INC,0.01,0.023001999999999998,0.025615565071756167
2022-09-30,18134,UPWK,UPWORK INC,0.01,-0.21916999999999998,0.025573289527129166
2022-09-30,85631,ADSK,AUTODESK INC,0.01,-0.075985,0.025532890379000146
2022-09-30,84385,NSP,INSPERITY INC,0.01,-0.061069,0.025484931835535015
2022-09-30,76504,CATY,CATHAY GENERAL BANCORP,0.01,-0.084905,0.025416991593602858
2022-09-30,15318,ASB,ASSOCIATED BANC CORP,0.01,6.7e-05,0.025388368355234274
2022-09-30,13967,PTCT,P T C THERAPEUTICS INC,0.01,0.0032769999999999995,0.025345594362409476
2022-09-30,16932,ROKU,ROKU INC,0.01,-0.17251699999999998,0.025288644123322303
2022-09-30,49373,HRB,BLOCK H & R INC,0.01,-0.050495,0.025256645873345935
2022-09-30,15917,GCP,G C P APPLIED TECHNOLOGIES INC,0.01,0.016531,0.025229865952473667
2022-09-30,91413,EVR,EVERCORE INC,0.01,-0.124034,0.025187576217167842
2022-09-30,20117,RAMP,LIVERAMP HOLDINGS INC,0.01,-0.087068,0.025127176332126203
2022-09-30,80306,BCRX,BIOCRYST PHARMACEUTICALS INC,0.01,-0.095454,0.024978368585247067
2022-09-30,66157,USB,U S BANCORP DEL,0.01,-0.107494,0.024887326255197992
2022-09-30,84519,CIEN,CIENA CORP,0.01,-0.205122,0.024836068105656806
2022-09-30,84636,WTFC,WINTRUST FINANCIAL CORP,0.01,-0.035009,0.024828680190940113
2022-09-30,88343,PACW,PACWEST BANCORP DE,0.01,-0.143593,0.024795145128276113
2022-09-30,82924,WLY,WILEY JOHN & SONS INC,0.01,-0.185939,0.024704832910931816
2022-09-30,14328,AMC,A M C ENTERTAINMENT HOLDINGS INC,-0.01,-0.237675,-0.011495056988956611
2022-09-30,19499,NKTX,NKARTA INC,-0.01,-0.087405,-0.01161615431982482
2022-09-30,17039,CEIX,CONSOL ENERGY INC NEW,-0.01,-0.105858,-0.011708758901753075
2022-09-30,18453,LAZR,LUMINAR TECHNOLOGIES INC,-0.01,-0.156801,-0.011745842957815694
2022-09-30,19177,ONEM,1LIFE HEALTHCARE INC,-0.01,-0.005415,-0.011850599014874133
2022-09-30,90706,CTRN,CITI TRENDS INC,-0.01,-0.23410699999999998,-0.011869939555142144
2022-09-30,19746,ASAN,ASANA INC,-0.01,0.15890700000000002,-0.012036221182349375
2022-09-30,22088,FLNC,FLUENCE ENERGY INC,-0.01,-0.27060100000000004,-0.012227190834973877
2022-09-30,93423,SIX,SIX FLAGS ENTERTAINMENT CORP,-0.01,-0.20283199999999998,-0.012265900355101816
2022-09-30,16964,SPCE,VIRGIN GALACTIC HOLDINGS INC,-0.01,-0.204975,-0.012436990633080236
2022-09-30,17372,COGT,COGENT BIOSCIENCES INC,-0.01,-0.097138,-0.012476634817301477
2022-09-30,19404,FOUR,SHIFT4 PAYMENTS INC,-0.01,-0.016943,-0.012656538975387113
2022-09-30,19851,ARRY,ARRAY TECHNOLOGIES INC,-0.01,-0.20862799999999998,-0.013047965162891622
2022-09-30,46922,RAD,RITE AID CORP,-0.01,-0.312514,-0.013249724988483046
2022-09-30,12307,AMRS,AMYRIS INC,-0.01,-0.008732,-0.013323777217023429
2022-09-30,13116,CIVI,CIVITAS RESOURCES INC,-0.01,-0.124961,-0.01370085650678244
2022-09-30,19489,PCT,PURECYCLE TECHNOLOGIES INC,-0.01,-0.11803,-0.013755009845358202
2022-09-30,12350,MULN,MULLEN AUTOMOTIVE INC,-0.01,-0.510475,-0.014014103692852907
2022-09-30,18184,FSR,FISKER INC,-0.01,-0.16582699999999997,-0.014063071934468731
2022-09-30,18425,BALY,BALLYS CORP,-0.01,-0.167822,-0.014089683658718759
2022-09-30,18815,NOVA,SUNNOVA ENERGY INTERNATIONAL INC,-0.01,-0.126433,-0.014231397320170269
2022-09-30,21325,PLL,PIEDMONT LITHIUM INC,-0.01,-0.12719499999999997,-0.014480423627978096
2022-09-30,77902,CAKE,CHEESECAKE FACTORY INC,-0.01,-0.045691,-0.014555196713054355
2022-09-30,15914,WKHS,WORKHORSE GROUP INC,-0.01,-0.084996,-0.01456563185708504
2022-09-30,15540,RILY,B RILEY FINANCIAL INC,-0.01,-0.107414,-0.01458554359923274
2022-09-30,14107,TNXP,TONIX PHARMACEUTICALS HLDG CORP,-0.01,-0.478204,-0.014679828815766252
2022-09-30,17907,NKLA,NIKOLA CORP,-0.01,-0.345213,-0.01477319602446988
2022-09-30,20196,UPST,UPSTART HOLDINGS INC,-0.01,-0.199226,-0.014861132704918262
2022-09-30,89394,OSTK,OVERSTOCK COM INC DEL,-0.01,-0.068979,-0.014959119584648743
2022-09-30,18940,PTON,PELOTON INTERACTIVE INC,-0.01,-0.32185,-0.015477971270355054
2022-09-30,23105,CMRA,COMERA LIFE SCIENCES HLDGS INC,-0.01,-0.092325,-0.016000379224875395
2022-09-30,15014,PLAY,DAVE & BUSTERS ENTERTAINMENT INC,-0.01,-0.251324,-0.0161299335977855
2022-09-30,90988,BKD,BROOKDALE SENIOR LIVING INC,-0.01,-0.031474999999999996,-0.016143336507004856
2022-09-30,19114,BKSY,BLACKSKY TECHNOLOGY INC,-0.01,-0.263013,-0.016157009492939748
2022-09-30,19388,DNMR,DANIMER SCIENTIFIC INC,-0.01,-0.33900800000000003,-0.0164711661426285
2022-09-30,16829,RDFN,REDFIN CORP,-0.01,-0.288864,-0.01682960114715002
2022-09-30,19485,PLRX,PLIANT THERAPEUTICS INC,-0.01,0.081577,-0.01683630863384825
2022-09-30,19137,GRWG,GROWGENERATION CORP,-0.01,-0.265087,-0.016865768705066952
2022-09-30,92621,IPI,INTREPID POTASH INC,-0.01,-0.15514999999999998,-0.016921218535465524
2022-09-30,77699,FCEL,FUELCELL ENERGY INC,-0.01,-0.18808699999999998,-0.017328673656921544
2022-09-30,16529,ROCC,RANGER OIL CORP,-0.01,-0.19531199999999999,-0.017428107567640606
2022-09-30,82670,TGTX,T G THERAPEUTICS INC,-0.01,-0.17163399999999998,-0.017583734207818637
2022-09-30,85401,SIGA,S I G A TECHNOLOGIES INC,-0.01,-0.318905,-0.017735174987720554
2022-09-30,21593,XMTR,XOMETRY INC,-0.01,0.156814,-0.01791196110427823
2022-09-30,85390,PLCE,CHILDRENS PLACE INC,-0.01,-0.269591,-0.018118162561445147
2022-09-30,19456,CLOV,CLOVER HEALTH INVESTMENTS CORP,-0.01,-0.350588,-0.018247855724998093
2022-09-30,15831,AXSM,AXSOME THERAPEUTICS INC,-0.01,-0.302556,-0.018933699447543632
2022-09-30,19076,ASTS,A S T SPACEMOBILE INC,-0.01,-0.40126300000000004,-0.019084515090745845
2022-09-30,89790,TELL,TELLURIAN INC,-0.01,-0.40442900000000004,-0.019252984634527785
2022-09-30,20631,BOXD,BOXED INC,-0.01,-0.13211799999999999,-0.019331598160272568
2022-09-30,14813,MARA,MARATHON DIGITAL HOLDINGS INC,-0.01,-0.098132,-0.019476065874897842
2022-09-30,22811,BRCC,B R C INC,-0.01,-0.209108,-0.01982550978359797
2022-09-30,91594,SPR,SPIRIT AEROSYSTEMS HOLDINGS INC,-0.01,-0.273445,-0.02016646484983727
2022-09-30,19533,BFLY,BUTTERFLY NETWORK INC,-0.01,-0.24751499999999999,-0.020366835753281836
2022-09-30,16188,TPIC,T P I COMPOSITES INC,-0.01,-0.39515100000000003,-0.020399542900556022
2022-09-30,81666,HA,HAWAIIAN HOLDINGS INC,-0.01,-0.124677,-0.020506818871415415
2022-09-30,22793,SBFM,SUNSHINE BIOPHARMA INC,-0.01,-0.29965600000000003,-0.020527240816711846
2022-09-30,91915,CNK,CINEMARK HOLDINGS INC,-0.01,-0.141844,-0.020709572535355904
2022-09-30,22085,PTLO,PORTILLOS INC,-0.01,-0.107742,-0.020718112329682067
2022-09-30,15271,XELA,EXELA TECHNOLOGIES INC,-0.01,-0.5206759999999999,-0.02075372238249831
2022-09-30,20246,LFG,ARCHAEA ENERGY INC,-0.01,-0.090492,-0.020888753047863425
2022-09-30,17313,BLNK,BLINK CHARGING CO,-0.01,-0.172729,-0.021521397219410692
2022-09-30,18102,BNGO,BIONANO GENOMICS INC,-0.01,-0.26402600000000004,-0.02225792210797793
2022-09-30,22200,CYN,CYNGN INC,-0.01,-0.21184999999999998,-0.023362000604360632
2022-09-30,19893,FUBO,FUBOTV INC,-0.01,-0.021266,-0.023659921443203485
2022-09-30,21117,CORZ,CORE SCIENTIFIC INC,-0.01,-0.41102,-0.02376822215741065
2022-09-30,23054,SOUN,SOUNDHOUND AI INC,-0.01,0.14894800000000002,-0.023935075628621426
2022-09-30,18784,REAL,REALREAL INC,-0.01,-0.30099400000000004,-0.02410524716424525
2022-09-30,18558,GOEV,CANOO INC,-0.01,-0.414155,-0.02425474861797763
2022-09-30,19644,PLBY,PLBY GROUP INC,-0.01,-0.106373,-0.02518828851480417
2022-09-30,23041,NUTX,NUTEX HEALTH INC,-0.01,-0.44430800000000004,-0.025496499163376315
2022-09-30,19187,CLSK,CLEANSPARK INC,-0.01,-0.258938,-0.025693456260055907
2022-09-30,19539,CANO,CANO HEALTH INC,-0.01,0.403257,-0.02623814308112068
2022-09-30,19958,EAR,EARGO INC,-0.01,-0.425006,-0.02701352557873934
2022-09-30,16755,APRN,BLUE APRON HOLDINGS INC,-0.01,-0.007093,-0.02720596441803622
2022-09-30,19408,VRM,VROOM INC,-0.01,-0.290273,-0.02728712499844262
2022-09-30,78003,VTNR,VERTEX ENERGY INC,-0.01,-0.268988,-0.027796445938309943
2022-09-30,77659,BBBY,BED BATH & BEYOND INC,-0.01,-0.362894,-0.02853299982705847
2022-09-30,17366,HYMC,HYCROFT MINING HOLDING CORP,-0.01,-0.24639799999999998,-0.02863657553986305
2022-09-30,14822,NERV,MINERVA NEUROSCIENCES INC,-0.01,-0.183667,-0.02903915888585318
2022-09-30,21890,BROS,DUTCH BROS INC,-0.01,-0.148504,-0.029147733370453056
2022-09-30,18780,ATER,ATERIAN INC,-0.01,-0.458069,-0.029408110310303697
2022-09-30,22602,SIDU,SIDUS SPACE INC,-0.01,-0.229035,-0.02947249615295237
2022-09-30,91379,HUSA,HOUSTON AMERICAN ENERGY CORP,-0.01,-0.206527,-0.030559468604430113
2022-09-30,20609,LGVN,LONGEVERON INC,-0.01,-0.228679,-0.03070176542812179
2022-09-30,18302,ADN,ADVENT TECHNOLOGIES HLDGS INC,-0.01,-0.027407,-0.030732564175269223
2022-09-30,22767,BWV,BLUE WATER VACCINES INC,-0.01,-0.45907200000000004,-0.030957826411335366
2022-09-30,19832,GOVX,GEOVAX LABS INC,-0.01,-0.085963,-0.031042318629569226
2022-09-30,21789,WEBR,WEBER INC,-0.01,-0.086887,-0.032619688515470056
2022-09-30,19919,STEM,STEM INC,-0.01,-0.153328,-0.033862322218536835
2022-09-30,92294,UEC,URANIUM ENERGY CORP,-0.01,-0.227593,-0.03454639450887557
2022-09-30,16655,CVNA,CARVANA CO,-0.01,-0.386591,-0.036218858316986235
2022-09-30,82859,REV,REVLON INC,-0.01,-0.256605,-0.03690880849887582
2022-09-30,84302,NILE,BITNILE HOLDINGS INC,-0.01,-0.391726,-0.03932105732226177
2022-09-30,19616,SST,SYSTEM1 INC,-0.01,-0.432698,-0.043198019135757444
2022-09-30,22273,AERC,AEROCLEAN TECHNOLOGIES INC,-0.01,-0.112698,-0.04802686966016949
2022-09-30,18320,TBLT,TOUGHBUILT INDUSTRIES INC,-0.01,-0.308051,-0.05333115704621967
2022-09-30,15057,APDN,APPLIED DNA SCIENCES INC,-0.01,-0.6397499999999999,-0.06711610079836429
2022-09-30,22333,PIK,KIDPIK CORP,-0.01,-0.313834,-0.06871911474579448
2022-09-30,14820,MDVL,MEDAVAIL HOLDINGS INC,-0.01,-0.332963,-0.07027689395296254
2022-10-31,16816,BHF,BRIGHTHOUSE FINANCIAL INC,0.01,0.312044,0.044214875233293885
2022-10-31,49656,BK,BANK OF NEW YORK MELLON CORP,0.01,0.100675,0.043750560599660544
2022-10-31,82779,NVAX,NOVAVAX INC,0.01,0.221299,0.04236035575606418
2022-10-31,16595,SNAP,SNAP INC,0.01,0.0068379999999999995,0.03940262082042317
2022-10-31,70519,C,CITIGROUP INC,0.01,0.098225,0.03913765940637014
2022-10-31,47896,JPM,JPMORGAN CHASE & CO,0.01,0.213178,0.038599757881679006
2022-10-31,16505,BPOP,POPULAR INC,0.01,-0.020923,0.03672827555636225
2022-10-31,49015,LNC,LINCOLN NATIONAL CORP,0.01,0.236031,0.03509627761452116
2022-10-31,90090,SBNY,SIGNATURE BANK NEW YORK N Y,0.01,0.051424,0.034953441782788905
2022-10-31,45306,IDCC,INTERDIGITAL INC,0.01,0.240573,0.034863239817427484
